TIME             CONTAINER_ID  UID    COMM             PID/host        TID/host        RET              EVENT                ARGS
07:50:53:090080  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/periodic/weekly, mode: 493
07:50:53:090136  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/profile.d, mode: 493
07:50:53:090265  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/secfixes.d, mode: 493
07:50:53:090418  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/ssl, mode: 493
07:50:53:090462  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/ssl/certs, mode: 493
07:50:53:090640  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/ssl/misc, mode: 493
07:50:53:090791  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/ssl/private, mode: 493
07:50:53:090824  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/ssl1.1, mode: 493
07:50:53:090902  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/etc/sysctl.d, mode: 493
07:50:53:090960  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/home, mode: 493
07:50:53:090995  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/lib, mode: 493
07:50:53:091028  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/lib/apk, mode: 493
07:50:53:091059  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/lib/apk/db, mode: 493
07:50:53:091182  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/lib/apk/exec, mode: 493
07:50:53:091212  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/lib/firmware, mode: 493
07:50:53:093320  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/lib/mdev, mode: 493
07:50:53:093352  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/lib/modules-load.d, mode: 493
07:50:53:093385  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/lib/sysctl.d, mode: 493
07:50:53:093443  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/media, mode: 493
07:50:53:093474  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/media/cdrom, mode: 493
07:50:53:093505  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/media/floppy, mode: 493
07:50:53:093534  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/media/usb, mode: 493
07:50:53:093562  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/mnt, mode: 493
07:50:53:093591  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/opt, mode: 493
07:50:53:093619  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/proc, mode: 365
07:50:53:093649  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/root, mode: 448
07:50:53:093680  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/run, mode: 493
07:50:53:093730  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/sbin, mode: 493
07:50:53:094518  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/srv, mode: 493
07:50:53:094546  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/sys, mode: 493
07:50:53:094573  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/tmp, mode: 1023
07:50:53:094605  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr, mode: 493
07:50:53:094680  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/bin, mode: 493
07:50:53:096667  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/lib, mode: 493
07:50:53:096700  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/lib/engines-3, mode: 493
07:50:53:096895  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/lib/modules-load.d, mode: 493
07:50:53:096929  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/lib/ossl-modules, mode: 493
07:50:53:097037  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/local, mode: 493
07:50:53:097085  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/local/bin, mode: 493
07:50:53:097117  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/local/lib, mode: 493
07:50:53:097145  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/local/share, mode: 493
07:50:53:097186  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/sbin, mode: 493
07:50:53:097532  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share, mode: 493
07:50:53:097563  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/apk, mode: 493
07:50:53:097602  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/apk/keys, mode: 493
07:50:53:097632  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/apk/keys/aarch64, mode: 493
07:50:53:098093  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/apk/keys/armhf, mode: 493
07:50:53:098155  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/apk/keys/armv7, mode: 493
07:50:53:098215  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/apk/keys/mips64, mode: 493
07:50:53:098261  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/apk/keys/ppc64le, mode: 493
07:50:53:098319  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/apk/keys/riscv64, mode: 493
07:50:53:098378  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/apk/keys/s390x, mode: 493
07:50:53:098435  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/apk/keys/x86, mode: 493
07:50:53:098506  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/apk/keys/x86_64, mode: 493
07:50:53:098579  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/man, mode: 493
07:50:53:098608  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/misc, mode: 493
07:50:53:098638  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/usr/share/udhcpc, mode: 493
07:50:53:098694  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/var, mode: 493
07:50:53:098726  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/var/cache, mode: 493
07:50:53:098755  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/var/cache/apk, mode: 493
07:50:53:098784  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/var/cache/misc, mode: 493
07:50:53:098811  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/var/empty, mode: 365
07:50:53:098842  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/var/lib, mode: 493
07:50:53:098871  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/var/lib/apk, mode: 493
07:50:53:098903  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/var/lib/misc, mode: 493
07:50:53:098931  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/var/lib/udhcpd, mode: 493
07:50:53:098959  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/var/local, mode: 493
07:50:53:098989  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/var/lock, mode: 493
07:50:53:099016  31558a4fe0bb  0      dockerd          12     /575845  1312   /577257  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/df6554d6a8460ac54eb32fcef09b6908ca998d517269f535d497f6f35a9d9764/var/lock/subsys, mode: 493
